Name_of_App,Rating,Company,App_Detail_Web_Page_URL
Food Diary See How You Eat Log,"3.6
star",Health Revolution Ltd,https://play.google.com/store/apps/details?id=fi.seehowyoueat.shye
Anatomia Super,,Clementoni S.p.A.,https://play.google.com/store/apps/details?id=it.clementoni.anatomiasuper
Hotune Body Editor & Face Slim,"4.5
star",cerdillac,https://play.google.com/store/apps/details?id=com.cerdillac.hotuneb
"Healthi: Weight Loss, Diet App","3.8
star",Sunshine Health Studios,https://play.google.com/store/apps/details?id=com.ellisapps.itrackbitesplus
GigaBody: AI Muscle filter,"4.5
star",Bellential Inc.,https://play.google.com/store/apps/details?id=com.howoo.jang.expofirebase
Nourish: Eating Well Made Easy,"4.6
star","Nourish, Inc.",https://play.google.com/store/apps/details?id=com.usenourish.app
Bodygee,"1.8
star",Health Tech Solutions GmbH,https://play.google.com/store/apps/details?id=com.bodygee.clientapp
Calorie Counter by Cronometer,"4.6
star",Cronometer Software Inc.,https://play.google.com/store/apps/details?id=com.cronometer.android.gold
Hourglass Figure - Curvy Body,,powerpunch - data driven workout programs,https://play.google.com/store/apps/details?id=app.powerpunch.hourglass
RH: Weight Loss and Fitness,"3.9
star",ReverseGroup,https://play.google.com/store/apps/details?id=reverse.health.app
"Face, Body Editor - Retouch Me","4.1
star",GOOD RETOUCH LP,https://play.google.com/store/apps/details?id=com.retouchme.body.editor.face.retouch
My Intuitive,,Intuitive,https://play.google.com/store/apps/details?id=com.intuitive.myintuitiveapp
Body & Face Editor,"3.9
star",Color Delight Studio,https://play.google.com/store/apps/details?id=bodyeditor.photoeditor.makeup.face
QuickBooks Workforce,"4.7
star",Intuit Inc,https://play.google.com/store/apps/details?id=com.tsheets.android.hammerhead
Cal AI - Food Calorie Tracker,"4.7
star",Improvement Tech LLC,https://play.google.com/store/apps/details?id=com.viraldevelopment.calai
Shape: Healthy Eating Journal,"4.3
star",TheFabulous,https://play.google.com/store/apps/details?id=co.thefab.shape
Hungry Shark Evolution,"4.5
star",Ubisoft Entertainment,https://play.google.com/store/apps/details?id=com.fgol.HungrySharkEvolution
IRCTC eCatering Food on Track,"4.3
star",IRCTC Official,https://play.google.com/store/apps/details?id=com.irctc.fot
QuickBooks Online Accounting,"3.7
star",Intuit Inc,https://play.google.com/store/apps/details?id=com.intuit.quickbooks
BetterMe: Health Coaching,"4.5
star",BetterMe Ltd.,https://play.google.com/store/apps/details?id=com.gen.workoutme
Exodus Recovery,"3.7
star",PEx Recovery Solutions Ltd,https://play.google.com/store/apps/details?id=com.firstdigital.exodusrecovery
Period Calendar Period Tracker,"4.9
star",Simple Design Ltd.,https://play.google.com/store/apps/details?id=com.popularapp.periodcalendar
File Recovery: Data Recovery,"4.1
star",BigQ Apps,https://play.google.com/store/apps/details?id=com.bigqsys.filerecovery.datarecovery
Recovery Reboot,"3.9
star",GameTheory,https://play.google.com/store/apps/details?id=gt.recovery.reboot
The Body Coach: Workout Plans,"4.4
star",The Body Coach,https://play.google.com/store/apps/details?id=com.thebodycoach
Panic Disorder Test,"4.1
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.panic.test
DiskDigger Pro file recovery,"3.4
star
$2.99","Defiant Technologies, LLC",https://play.google.com/store/apps/details?id=com.defianttech.diskdiggerpro
PanicShield - Panic Attack Aid,"4.2
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.panic.shield
Panickly - Panic Attack Help,,Panickly,https://play.google.com/store/apps/details?id=com.panickly.panickly
Mindful Glimpses: Meditation,"4.9
star",Effortless Mindfulness,https://play.google.com/store/apps/details?id=com.lochkelly
Doctor Panic,,Repos Production,https://play.google.com/store/apps/details?id=com.rprod.doctorpanic2
Breathe: relax & focus,"4.9
star",Havabee,https://play.google.com/store/apps/details?id=com.havabee.breathe
Serenity: Guided Meditation,"4.9
star",Olson Meditation and Mindfulness Apps,https://play.google.com/store/apps/details?id=uk.co.serenity.guided.meditation
Pranaria - Breathing exercise,"4.5
star",mEL Studio,https://play.google.com/store/apps/details?id=melstudio.breathing.prana.meditate
"Level: Meditation, Sleep, Yoga","4.4
star",Level Fittech Private Limited,https://play.google.com/store/apps/details?id=level.game
Progressive Muscle Relaxation,"4.8
star
$7.99",BodyMindPower,https://play.google.com/store/apps/details?id=appinventor.ai_bodymindpower.PMR_pro
Somatic Exercises,,Stay Fit With Samantha,https://play.google.com/store/apps/details?id=com.samantharoobol.somatic
SomaShare - Deep Healing,"4.7
star",SomaShare LLC,https://play.google.com/store/apps/details?id=com.somashare
Somatic Health,,SomaticHealth,https://play.google.com/store/apps/details?id=fit.simpl.SimpLApp
Dash diet : Food Tracker,"3.2
star",Riafy Technologies,https://play.google.com/store/apps/details?id=dash.diet.meal.plan
Mentalia: Anxiety & Depression,,ktoicorp,https://play.google.com/store/apps/details?id=com.ktoicorp.ktoi
Eatwise AI: Calorie Counter,"4.5
star",Vision Wizard,https://play.google.com/store/apps/details?id=com.visionwizard.eatwise
MindSpa.com,"4.3
star",Mindspa.com,https://play.google.com/store/apps/details?id=com.synctuition.synctuition
Flightradar24 Flight Tracker,"4.5
star",Flightradar24 AB,https://play.google.com/store/apps/details?id=com.flightradar24free
Anxiety Test,"4.3
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.feartools.anxietytest
How to Build Self Esteem,"4.6
star",Transformational Apps,https://play.google.com/store/apps/details?id=com.amazingapps.howtobuildselfesteem
Plane Finder - Flight Tracker,"4.7
star",pinkfroot limited,https://play.google.com/store/apps/details?id=com.pinkfroot.planefinderfree
Planes Live - Flight Tracker,"4.1
star",Mosaic Srl,https://play.google.com/store/apps/details?id=com.apalon.flight.tracker
FlightAware Flight Tracker,"3.9
star",FlightAware,https://play.google.com/store/apps/details?id=com.flightaware.android.liveFlightTracker
Kure: Healing Hypnosis,"4.4
star",Greatness,https://play.google.com/store/apps/details?id=com.kure.kure
AirNav Radar – Flight Tracker,"4.3
star",AirNav Systems,https://play.google.com/store/apps/details?id=com.airnav.radarbox
Total Confidence & Self Esteem,"4.4
star",Harmony Hypnosis Ltd,https://play.google.com/store/apps/details?id=com.app.TotalConfidenceAndSuccess
The Flight Tracker,"4.1
star",Impala Studios,https://play.google.com/store/apps/details?id=com.flistholding.flightplus
FlightStats,"2.9
star",LNRS Data Services Limited,https://play.google.com/store/apps/details?id=com.conducivetech.android.traveler
Live Flight Tracker - Radar,"2.3
star",Grand Mobile Apps,https://play.google.com/store/apps/details?id=com.live.flighttracker
ADSB Flight Tracker,"3.1
star",CodingRealLife,https://play.google.com/store/apps/details?id=com.enthusiasticcoder.adsbflightmonitor
byAir: Flight Tracker,"4.5
star",BYAIRAPP S.L.,https://play.google.com/store/apps/details?id=com.byairapp.android
Just the Recipe: Easy Cooking,"4.9
star",Streamliners,https://play.google.com/store/apps/details?id=com.streamline.justtherecipe
Chewing Diet,"4.8
star",Seunggon Kim,https://play.google.com/store/apps/details?id=hexoul.chewing.diet
Me: Reflect for Self Awareness,"4.5
star",Clarity UG,https://play.google.com/store/apps/details?id=me.knowyourself.app.me
Moms Into Fitness,"4.9
star",By Lindsay Brin,https://play.google.com/store/apps/details?id=com.momsfitness
eMeals - Meal Planning Recipes,"4.1
star",eMeals,https://play.google.com/store/apps/details?id=com.emeals
FEEL EAT,,FEEL EAT,https://play.google.com/store/apps/details?id=com.lionvision.feeleat
Gut Health Diet Recipes,,Riafy Technologies,https://play.google.com/store/apps/details?id=gut.health.app.diet.recipes
"Pregnancy Diet: Recipes, Foods",,WiserApps,https://play.google.com/store/apps/details?id=co.wiserapps.pregnancydiet
I am - Daily affirmations,"4.8
star",Monkey Taps LLC,https://play.google.com/store/apps/details?id=com.hrd.iam
MOOD: Teen Mental Health App,,TheMoodTools,https://play.google.com/store/apps/details?id=org.twofourthree_foundation.moodtools
Mental disorders & Treatments,"4.7
star",GoldenKing Apps,https://play.google.com/store/apps/details?id=mental.disorders.treatments
Depression Test,,Fs Developer,https://play.google.com/store/apps/details?id=com.fsdev.depression_test
AI Therapist - Voice Chat,"4.5
star","Appovatia, Inc.",https://play.google.com/store/apps/details?id=com.aimoodtracker
Sweat: Fitness App For Women,"4.3
star",Sweat,https://play.google.com/store/apps/details?id=com.kaylaitsines.sweatwithkayla
Mood Diary and Stress Journal,"4.5
star",Artpoldev,https://play.google.com/store/apps/details?id=com.work.realfeel
Unstuck: CBT Therapy Journal,"4.9
star",Woo Developments LLC,https://play.google.com/store/apps/details?id=app.becomeunstuck.unstuck
5 Minute Journal・Self-care,"4.5
star",Intelligent Change LLC,https://play.google.com/store/apps/details?id=com.intelligentchange.fiveminutejournal
Lumiere: Ease Stress & Anxiety,"4.6
star",TheFabulous,https://play.google.com/store/apps/details?id=co.thefab.mind
Life Organizer - Journal it!,"4.4
star",Doit Apps,https://play.google.com/store/apps/details?id=org.de_studio.diary
Reflectly: Mood Tracker Diary,"4.2
star",Reflective Technologies,https://play.google.com/store/apps/details?id=com.reflectlyApp
Journal App & Diary - Clearful,"4.5
star",Clearful Journal Inc,https://play.google.com/store/apps/details?id=journal.diary.gratitude.mindfulness.selfcare.mental.health
Heartfulness: Daily Meditation,"4.5
star",Heartfulness Institute,https://play.google.com/store/apps/details?id=org.heartfulness.heartintune.us.prod
Evolve: Self-Care & Meditation,"4.5
star",Evolve - Meditation made joyful,https://play.google.com/store/apps/details?id=in.evolve.android
Confidant Health,"4.1
star",Confidant Health,https://play.google.com/store/apps/details?id=live.safeopioidusecoalition.confidant
Sober Peer,"4.3
star",SoberPeer LLC,https://play.google.com/store/apps/details?id=com.soberpeer
Sober: Sobriety Habit Tracker,"4.8
star",Abdullah Riaz,https://play.google.com/store/apps/details?id=com.abdullah.sober
Sobriety Counter -EasyQuit pro,"4.9
star
$7.99",Easy Health Apps,https://play.google.com/store/apps/details?id=com.herzberg.easyquitsdrinkingPro
Reframe: Cut Back on Alcohol,"4.7
star",Glucobit Inc.,https://play.google.com/store/apps/details?id=com.glucobit.reframe
TLC: Sobriety Support,"4.9
star",Mighty Networks,https://play.google.com/store/apps/details?id=com.mightybell.theluckiestclub
Everything AA,"4.8
star",Everything AA,https://play.google.com/store/apps/details?id=com.bigbook3
AA Sponsor: AI Sobriety,"4.3
star",Malware Removal,https://play.google.com/store/apps/details?id=com.aasponsor.ai.chatbot
Sober: Quit Drinking Hypnosis,"4.4
star",Team Penguin Studio,https://play.google.com/store/apps/details?id=com.teampenguin.sober
DWA: Sobriety counter,"4.8
star",TC Solution Inc.,https://play.google.com/store/apps/details?id=tech.tcsolution.dwa
Sobriety Counter - EasyQuit,"4.8
star",Easy Health Apps,https://play.google.com/store/apps/details?id=com.herzberg.easyquitsdrinking
Sober Tracker: Quit Alcohol,,Trifoil Trailblazer,https://play.google.com/store/apps/details?id=com.trifoiltrailblazer.sober_tracker
Quit Vaping - Quit Tracker,,Frostrabbit LLC,https://play.google.com/store/apps/details?id=com.frostrabbitcompany.puff_count
AI Color Analysis & Makeup App,"4.1
star",Toon Tech Ltd,https://play.google.com/store/apps/details?id=com.toontech.coloranalysis
Sober,"4.9
star",Sober App,https://play.google.com/store/apps/details?id=com.osu.cleanandsobertoolboxandroid
Grounded - Quit Weed Tracker,"4.6
star",Actualized Apps,https://play.google.com/store/apps/details?id=com.ifeanyi.grounded
"Ai Vitamin, Supplement Tracker",,mission invictus,https://play.google.com/store/apps/details?id=com.invictus.vitamintracker
Sober Up - Addiction Tracker,,carlodips,https://play.google.com/store/apps/details?id=com.carlodips.soberup
Sober Today,"4.8
star",iByte Apps Limited,https://play.google.com/store/apps/details?id=com.ibyteapps.sobertoday
My QuitBuddy,"4.3
star",Department of Health and Aged Care,https://play.google.com/store/apps/details?id=com.theprojectfactory.quitbuddy
Swings,,SongJun,https://play.google.com/store/apps/details?id=et.song.baby.swing
SwingApp,,Swing'App,https://play.google.com/store/apps/details?id=com.swingapp.rencontre
Quiver: Ethical Non-Monogamy,"3.8
star","SeaChange Digital, LLC",https://play.google.com/store/apps/details?id=com.seachangedigital.quiverus
Swing Control,,luckyzhang,https://play.google.com/store/apps/details?id=com.zhang.yaoyaoyi
Swing Index,"4.4
star","LifeJourney, Inc",https://play.google.com/store/apps/details?id=us.playwiththepros.swingshot
Swing Subs,"2.4
star","Swing Education, Inc.",https://play.google.com/store/apps/details?id=com.swingeducation.swingsubs
Tailoric: Measurement Records,,Ejas Technologies,https://play.google.com/store/apps/details?id=com.ejastech.tailoric
Anti Addiction :  Screen Time,,Nbow Developer,https://play.google.com/store/apps/details?id=com.nbow.addiction
Quit Addiction - Rewire Brain,,Mayfly Technologies,https://play.google.com/store/apps/details?id=com.quitaddictionapps
Chally: Quit Habit,,semdu,https://play.google.com/store/apps/details?id=com.yjy.challengetogether
MDF : Quit X Addiction,"4.1
star",Manevolves,https://play.google.com/store/apps/details?id=manevolves.mdf
Essence: Quit Porn Addiction,"4.4
star",Winkle Studio,https://play.google.com/store/apps/details?id=com.appfactory.essence
Swing - Golf Booking App,,Swing Team,https://play.google.com/store/apps/details?id=app.getswing
QualityTime : Phone Addiction,"3.0
star",MobidaysApps,https://play.google.com/store/apps/details?id=com.zerodesktop.appdetox.qualitytime
Addiction Rx,,VKN NIMHANS Digital,https://play.google.com/store/apps/details?id=com.flutterflow.camdigital
Addiction Recovery Devotionals,"4.4
star",Christian Applications,https://play.google.com/store/apps/details?id=com.addiction.recovery
Relay: Quit Porn Addiction,"4.6
star",Relay Health Inc.,https://play.google.com/store/apps/details?id=app.jointribe
NoBeep: Quit Porn Addiction,"4.8
star",noBeep.tech,https://play.google.com/store/apps/details?id=com.cpark.nobee
No More Fap - Quit Addiction,"4.6
star",NoobApps,https://play.google.com/store/apps/details?id=com.noobapps.NoMoreFap
Break bad habits & addictions,"4.5
star",TheLifeApps,https://play.google.com/store/apps/details?id=habittracker.quitbadhabits.habitscounter
Bad Habit Break,"4.7
star","SHPAVDA, TOO",https://play.google.com/store/apps/details?id=com.shpavda.bad_habit_break
AntiSocial: phone addiction,"4.0
star",Zafty Intelligence Pty Ltd,https://play.google.com/store/apps/details?id=com.goozix.antisocial_personal
Quit Weed,"4.7
star",Michal Janecek,https://play.google.com/store/apps/details?id=com.michaljanecek.quitweed
KnowDrugs Drug Checking,"4.1
star",Plant Product Design,https://play.google.com/store/apps/details?id=cc.phk.knowdrugs
Surgical Instruments-Real 3D,,PlasMa Medical Visuals,https://play.google.com/store/apps/details?id=com.Pyramid3d.Instruments
Ham Radio Tools,"4.3
star","Talixa Software & Service, LLC",https://play.google.com/store/apps/details?id=com.talixa.hamradiotools
Pet Breath Counter,"4.4
star",Pet Breath Counter,https://play.google.com/store/apps/details?id=com.petbreathcounter.android.counter
Harm -Learn to play harmonica!,,Al Apps,https://play.google.com/store/apps/details?id=com.AlApps.Harm
KidneyDiet,"3.5
star","Kismetly, Inc.",https://play.google.com/store/apps/details?id=com.painfreeliving.android.activities
EMF Protection (Minimizer),"4.6
star",AppsOfUse.com,https://play.google.com/store/apps/details?id=com.appsofuse.emf
Hemorrhoids & Fissure Cure,,Bharat Mobile Applications,https://play.google.com/store/apps/details?id=com.blog.hemorrhoidsandfissure
Personify Health,"4.2
star","Personify Health, Inc.",https://play.google.com/store/apps/details?id=com.virginpulse.virginpulse
CannaBook: Cannabis Companion,"4.3
star",Neulux Technologies,https://play.google.com/store/apps/details?id=com.newca.cannabook
Farmable: Farm Management App,"4.0
star",Farmable,https://play.google.com/store/apps/details?id=tech.farmable.farmable
HiGrade: Cannabis Testing,"4.6
star",MyCrops Technologies Ltd.,https://play.google.com/store/apps/details?id=com.phonegap.higrade
Quit: Hypnosis to Stop Smoking,"4.4
star",Team Penguin Studio,https://play.google.com/store/apps/details?id=com.teampenguin.quitapp
Chemical Detectives,"4.8
star",Space Dog Studios,https://play.google.com/store/apps/details?id=com.chemicaldetectives
heat it® - Insect bite healer,"4.8
star",Kamedi GmbH,https://play.google.com/store/apps/details?id=de.ka.kamedi.heat_it
Yuka - Food & Cosmetic Scanner,"4.7
star",Yuka App,https://play.google.com/store/apps/details?id=io.yuka.android
PCOS Tracker,"2.5
star",Applied Informatics Inc,https://play.google.com/store/apps/details?id=com.appliedinformatics.android.web2rk.pcostracker42
Transcender - Heal yourself,"4.8
star",Nijaz Tanjo,https://play.google.com/store/apps/details?id=com.nijaztanjo.transzender
Try Dry: Dry January® & beyond,"4.8
star",Alcohol Change UK,https://play.google.com/store/apps/details?id=uk.org.alcoholconcern.dryjanuary
Alcohol Monitoring Solutions,,Alcohol Monitoring Solutions,https://play.google.com/store/apps/details?id=com.alcoholmonitoringsolutions.app
Daybreak - Alcohol Support,"4.0
star",Hello Sunday Morning.,https://play.google.com/store/apps/details?id=com.hellosundaymorning.android.challenges
Sunnyside: Drink Less Alcohol,"4.6
star","Cutback Coach, Inc.",https://play.google.com/store/apps/details?id=co.sunnyside
Recover Athletics,"4.5
star",Strava Inc.,https://play.google.com/store/apps/details?id=com.recoverathletics
UM: Easily Drink Less Alcohol,,MyDryJourney,https://play.google.com/store/apps/details?id=com.mydryjourney
Mood Harmony,"3.2
star",Mood Media,https://play.google.com/store/apps/details?id=com.moodmedia.controller.app
MOOD.ai,,MOOD PLATFORMS PTY LTD,https://play.google.com/store/apps/details?id=com.moodplatforms.moodai
DrinkControl - Alcohol Tracker,"4.5
star",E-protect - Mobile App Studio,https://play.google.com/store/apps/details?id=lv.happymoments.drinkcontrol
Dry Days by AlcoChange,"4.0
star",ZANEC,https://play.google.com/store/apps/details?id=com.zanec.dryjanuary
Bicycle Health,"4.1
star",Bicycle Health,https://play.google.com/store/apps/details?id=com.bicyclehealth.patient.app
QuickMD - Online Healthcare,"4.6
star",QuickMD - A Telemedicine Urgent Care Service,https://play.google.com/store/apps/details?id=com.QuickMD.md
PursueCare,"4.8
star",PursueCare,https://play.google.com/store/apps/details?id=com.pursuecare.patientapp
Pelago,"3.9
star",Digital Therapeutics,https://play.google.com/store/apps/details?id=co.digithera.v2.quitgenius
Craving To Quit,"4.6
star",Sharecare,https://play.google.com/store/apps/details?id=com.claritasmindsciences.CravingToQuit
Cravings@ - Ordering made easy,,I LIFE ENGINEERING (OPC) PRIVATE LIMITED,https://play.google.com/store/apps/details?id=com.cravings.store
Craving Control Mobile,,Ganen,https://play.google.com/store/apps/details?id=com.cravingcontrol.mobile
Queens Don't Quit,,Queens Don't Quit,https://play.google.com/store/apps/details?id=com.maevemadden.qdq
Dropout,"5.0
star",DROPOUT by CollegeHumor,https://play.google.com/store/apps/details?id=com.collegehumor.chdropout
"Cookpad recipes, homemade food","4.4
star",Cookpad Inc (UK),https://play.google.com/store/apps/details?id=com.mufumbo.android.recipe.search
Bolt Food: Delivery & Takeaway,"4.6
star",Bolt Technology,https://play.google.com/store/apps/details?id=com.bolt.deliveryclient
Tasty Crab House US,"4.8
star","PEBLLA,INC.",https://play.google.com/store/apps/details?id=com.alaeat.customer.android.tastycrabhouse
CookBook - Recipe Manager,"4.4
star",CookBook Co.,https://play.google.com/store/apps/details?id=com.cookbook.cbapp
KptnCook Recipes & Cooking,"3.8
star",KptnCook GmbH,https://play.google.com/store/apps/details?id=com.kptncook.app.kptncook
Mobile Device Manager Plus,"4.1
star",ManageEngine,https://play.google.com/store/apps/details?id=com.manageengine.uem.mdm
Copy Me That - recipe manager,"4.6
star",Copy Me That,https://play.google.com/store/apps/details?id=com.cmt.copymethat
Sizzlify Food: Recipe Cooking,"2.7
star",Pixel conch,https://play.google.com/store/apps/details?id=com.sizzlifyapp.android
Canva: AI Photo & Video Editor,"4.8
star",Canva,https://play.google.com/store/apps/details?id=com.canva.editor
Cuts Clothing,"4.9
star",Fuego.io,https://play.google.com/store/apps/details?id=com.fuego.cutsclothing
"Careem: Rides, Food & more","4.3
star",Careem,https://play.google.com/store/apps/details?id=com.careem.acma
Simple Recipe: Recipe Saver,,"Bytegeek, LLC",https://play.google.com/store/apps/details?id=us.bytegeek.recipes
Stay Quit Coach,"4.2
star",US Department of Veterans Affairs (VA),https://play.google.com/store/apps/details?id=gov.va.mobilehealth.ncptsd.stayquit2
SysAdmin Tools,"4.1
star",ManageEngine,https://play.google.com/store/apps/details?id=com.manageengine.systemtools
Tasty,"4.7
star",BuzzFeed,https://play.google.com/store/apps/details?id=com.buzzfeed.tasty
monday.com - Work Management,"4.8
star",monday.com,https://play.google.com/store/apps/details?id=com.monday.monday
Cutco Orders,"3.9
star",Vector Marketing Corporation,https://play.google.com/store/apps/details?id=com.cutco.repApp
Trello: Manage Team Projects,"4.0
star",Atlassian,https://play.google.com/store/apps/details?id=com.trello
OpenCut,,HUIYIN,https://play.google.com/store/apps/details?id=com.lestream.cut
Kiosk Mode Lockdown Limax MDM,"3.2
star",Mobilinear Systems,https://play.google.com/store/apps/details?id=com.limaxlock.mobilinear
MYdys - aid for dyslexia,"3.0
star",FACIL'iti,https://play.google.com/store/apps/details?id=com.faciliti.appdys
My Recipe Box: My Cookbook,"4.7
star",CmonApp,https://play.google.com/store/apps/details?id=fr.recettetek
DailyBean: Simplest Journal,"4.6
star",블루시그넘(BlueSignum Corp.),https://play.google.com/store/apps/details?id=com.bluesignum.bluediary
Crafty Crab,,Saby Clients,https://play.google.com/store/apps/details?id=ru.saby.clients.brand.craftycrab
OpenTable,"4.6
star",OpenTable,https://play.google.com/store/apps/details?id=com.opentable
PhysioCode Postural Assessment,,PhysioCode,https://play.google.com/store/apps/details?id=com.smove.posture
Homebaker: Bread Baking Notes,,Simon Schoen,https://play.google.com/store/apps/details?id=com.simonschoen.homebaker
MyChart,"4.6
star",Epic Systems Corporation,https://play.google.com/store/apps/details?id=epic.mychart.android
Cut The Crap - Nail Supplies,,Matkit,https://play.google.com/store/apps/details?id=co.shopney.cutthecrapnailsupplies
Kick It: Quit Smoking | Vaping,"4.4
star",UC San Diego,https://play.google.com/store/apps/details?id=com.kickitca
OS Monitor: system manager,"4.4
star",IP Tools Network Utilities,https://play.google.com/store/apps/details?id=com.ddm.activity
UDisc Disc Golf App,"4.8
star",UDisc LLC,https://play.google.com/store/apps/details?id=com.regasoftware.udisc
Habit Rabbit: Habit Tracker,"4.3
star",SuperByte,https://play.google.com/store/apps/details?id=com.superbyte.habitrabbit
Voda: LGBTQIA+ Mental Wellness,"4.1
star",Voda,https://play.google.com/store/apps/details?id=co.voda.android
Ninja Foodi Complete Recipes,,Kevin Ton,https://play.google.com/store/apps/details?id=com.ikdong.recipe.b07h3ftybs
Recify - Keeper & Organizer,"4.6
star",Bakery Scent Srl,https://play.google.com/store/apps/details?id=com.bakeryscent.recipeai
My Dash Diet: Low Sodium Track,"4.5
star",Product Growth LLC,https://play.google.com/store/apps/details?id=com.prestigeworldwide.dashdiet
VoiceShift,"2.2
star",Communication Domain,https://play.google.com/store/apps/details?id=com.communicationdomain.voiceshift
PRYDE Voice and Speech Therapy,"4.0
star",PRYDE Voice/Eryn Gitelis,https://play.google.com/store/apps/details?id=com.egitelis.prydevoice
Clean Time App,"4.5
star",RedRobotIT,https://play.google.com/store/apps/details?id=com.redrobotit.cleantimeapp
NOCD: OCD Therapy and Tools,"4.7
star",NOCD INC,https://play.google.com/store/apps/details?id=com.treatmyocd.nocd
Days Clean Tracker,"4.8
star",Artmvstd,https://play.google.com/store/apps/details?id=com.artmvstd.daysTracker
aTimeLogger - Time Tracker,"4.8
star",BGCI,https://play.google.com/store/apps/details?id=com.aloggers.atimeloggerapp
OCD Help,"2.6
star",OCD Inc.,https://play.google.com/store/apps/details?id=ocd.reader.ebook.ebooks
Simple Time Tracker,"4.8
star",Razeeman,https://play.google.com/store/apps/details?id=com.razeeman.util.simpletimetracker
Time Tracker,"3.3
star",eBillity,https://play.google.com/store/apps/details?id=com.cg.android.ebillitytimetracker
Boosted Time Tracker,"4.5
star",Boosted Productivity,https://play.google.com/store/apps/details?id=com.boostedproductivity.app
OCD Test,"4.2
star",Inquiry Health LLC,https://play.google.com/store/apps/details?id=com.ocd.test
Never Relapse Again,"4.6
star",Wind Method SRL,https://play.google.com/store/apps/details?id=com.wind_method
Time Tracker,"4.4
star",Zafer Ertas,https://play.google.com/store/apps/details?id=zzz1zzz.tracktime
Timelog - Goal & Time Tracker,"4.6
star",CodeGamma Technologies,https://play.google.com/store/apps/details?id=dev.giall.timelog
Breastfeeding & Baby Tracker,"4.9
star",ParentLove Baby Tracker by Coquisoft,https://play.google.com/store/apps/details?id=com.coquisoft.parentlove
Brainbuddy: Quit Porn Forever,"4.6
star",AppStudio Australia Pty Ltd,https://play.google.com/store/apps/details?id=com.brainbuddy.android
Habit Tracker - HabitGenius,"4.4
star",Ashish Mangukiya,https://play.google.com/store/apps/details?id=com.habitgenius.habit.tracker
GPS Tracker: Location Tracking,"4.6
star",ANKO Solutions LLC,https://play.google.com/store/apps/details?id=global.gps.location.tracker.kids
Geonection: Live GPS Tracker,"3.8
star","Shenzhen Wondershare Software Co., Ltd.",https://play.google.com/store/apps/details?id=com.wondershare.geonection
Package Tracking,"4.5
star",Tracking Labs,https://play.google.com/store/apps/details?id=com.trackinglabs.parceltracker
Location Tracker—Safe Tracking,"4.2
star",Find My Phone & Family Location Tracker Apps,https://play.google.com/store/apps/details?id=com.tlm.location.tracker
OCD ERP: AI Exposure Therapy,,OCD Serenity,https://play.google.com/store/apps/details?id=com.ocdserenity.exposurehierarchy
Ash - AI Therapy,"4.8
star",Talk to Ash,https://play.google.com/store/apps/details?id=xyz.slingshot.ashley.app
Daily Affirmations: Motivation,"4.9
star",SimpleInnovation,https://play.google.com/store/apps/details?id=com.daily.affirmations.motivation.positive.quotes.free
Thoughts,,Thoughts App,https://play.google.com/store/apps/details?id=com.gomugomu.thoughts
Symptomate – Symptom checker,"4.3
star",Infermedica,https://play.google.com/store/apps/details?id=com.symptomate.mobile
Chronic Insights symptom diary,"4.6
star",Chronic Insights Ltd,https://play.google.com/store/apps/details?id=com.chronicinsights
Wave Health: Symptom Tracker,"4.0
star","Treatment Technologies & Insights, Inc.",https://play.google.com/store/apps/details?id=com.waveapp.android
Symptom Tracker,"2.2
star",CareClinic Tracker & Reminder,https://play.google.com/store/apps/details?id=symptom.tracker.track.symptoms.journal.diary.checker
Choiceful: OCD Treatment App,"4.6
star",Choiceful Inc.,https://play.google.com/store/apps/details?id=com.choiceful.choicefulapp
Symptom Tracker,"3.8
star","Talli, Inc.",https://play.google.com/store/apps/details?id=me.talli.symptomtracker
WebMD: Symptom Checker,"4.1
star","WebMD, LLC",https://play.google.com/store/apps/details?id=com.webmd.android
Ritual - Order Local Takeout,"4.6
star",Ritual Technologies Inc,https://play.google.com/store/apps/details?id=co.ritual.app
StopOCD - Online OCD Therapy,,Helping Minds,https://play.google.com/store/apps/details?id=com.stopocd.app
Ritual,,BLUUMI,https://play.google.com/store/apps/details?id=com.senda.ritual
Ritual: Wellbeing Practices,"4.7
star",Ritual Media,https://play.google.com/store/apps/details?id=ritual.com.ritual
RedX Roof - Rafter Calculator,"4.3
star",RedXApps,https://play.google.com/store/apps/details?id=com.redXApps.framing_roof_app
Ada – check your health,"4.6
star",Ada Health,https://play.google.com/store/apps/details?id=com.ada.app
Ritual Store Manager,,Ritual Technologies Inc,https://play.google.com/store/apps/details?id=co.ritual.partner.mercury
RedX Roof Builder - 3D Design,"3.4
star",RedXApps,https://play.google.com/store/apps/details?id=com.redxApps.RoofBuilder
Powerful Ritual & Magic Spells,,Tongi Tech,https://play.google.com/store/apps/details?id=com.tongicompanytech.powerfulmagicspell_ritual
BRUGG Lifting,,BRUGG Lifting Apps,https://play.google.com/store/apps/details?id=brugg.apps.lifting
Doctor31 - Symptom Checker,,Doctor31,https://play.google.com/store/apps/details?id=com.ro.doctor31
Protection Spells,"4.7
star",jdmdeveloper,https://play.google.com/store/apps/details?id=com.jdmdeveloper.protection_spells
